id,lat,lon,city_name,pop_size,state,immunity
631,42.6482362,-112.1893942,McCammon city,825,ID,0
632,43.911996,-113.612728,Mackay city,439,ID,0
633,42.189909,-112.2496883,Malad City city,2299,ID,0
634,42.3075322,-113.3697368,Malta city,167,ID,0
635,43.5463599,-116.810422,Marsing city,1229,ID,0
636,43.3736333,-116.5319331,Melba city,572,ID,0
637,43.7217913,-111.9923527,Menan city,715,ID,0
638,43.6114933,-116.3977634,Meridian city,117635,ID,0
639,43.7115929,-116.615008,Middleton city,9425,ID,0
640,44.4622548,-116.7406519,Midvale city,193,ID,0
641,42.7539701,-113.4899549,Minidoka city,86,ID,0
642,42.3259919,-111.2988263,Montpelier city,2643,ID,0
643,43.7344096,-113.3673402,Moore city,162,ID,0
644,46.7306091,-116.998909,Moscow city,25435,ID,0
645,43.1318333,-115.6967161,Mountain Home city,15979,ID,0
646,48.7247462,-116.1954209,Moyie Springs city,822,ID,0
647,43.8428551,-112.4795039,Mud Lake city,321,ID,0
648,47.4687585,-115.7963509,Mullan city,646,ID,0
649,42.4916852,-114.1623115,Murtaugh city,114,ID,0
650,43.5843206,-116.5639713,Nampa city,100200,ID,0
651,43.886385,-111.603888,Newdale city,337,ID,0
652,44.9713347,-116.2851951,New Meadows city,517,ID,0
653,43.9704171,-116.8187807,New Plymouth city,1494,ID,0
654,46.2335816,-116.2414176,Nezperce city,458,ID,0
655,43.7268626,-116.8004323,Notus city,609,ID,0
656,42.2420603,-113.8830582,Oakley city,786,ID,0
657,48.1824884,-117.018005,Oldtown city,221,ID,0
658,46.9282112,-116.889621,Onaway city,196,ID,0
659,46.4849427,-116.2530273,Orofino city,2656,ID,0
660,47.5057306,-116.0007091,Osburn city,1567,ID,0
661,42.2598312,-112.0178695,Oxford city,42,ID,0
662,42.2279785,-111.4024236,Paris city,541,ID,0
663,43.9584049,-111.7592056,Parker city,302,ID,0
664,43.7862836,-116.9424914,Parma city,2096,ID,0
665,42.6054958,-113.7844866,Paul city,1195,ID,0
666,44.0800933,-116.9268524,Payette city,8127,ID,0
667,46.4746956,-116.4261958,Peck city,166,ID,0
668,46.4953352,-115.8032916,Pierce city,467,ID,0
669,47.536314,-116.2317455,Pinehurst city,1679,ID,0
670,43.9427375,-115.9459855,Placerville city,48,ID,0
671,47.3301354,-116.8849086,Plummer city,1015,ID,0
672,42.8722231,-112.4645239,Pocatello city,56320,ID,0
673,48.30478,-116.536645,Ponderay city,1289,ID,0
674,47.7212111,-116.9388071,Post Falls city,38485,ID,0
675,46.9234926,-116.8977128,Potlatch city,763,ID,0
676,42.0994142,-111.8807376,Preston city,5591,ID,0
677,48.1833602,-116.8843536,Priest River city,1696,ID,0
678,47.7940565,-116.8995675,Rathdrum city,9211,ID,0
679,46.3229229,-116.542861,Reubens city,46,ID,0
680,43.8228934,-111.7909875,Rexburg city,39409,ID,0
681,43.0516403,-114.1559418,Richfield city,431,ID,0
682,43.6735868,-111.9135254,Rigby city,5038,ID,0
683,45.4205912,-116.3176356,Riggins city,372,ID,0
684,43.6324935,-111.771717,Ririe city,667,ID,0
685,43.7204878,-112.1288682,Roberts city,500,ID,0
686,42.5731566,-112.8745302,Rockland city,242,ID,0
687,42.6189355,-113.6739675,Rupert city,6082,ID,0
688,43.9648391,-111.6850495,St. Anthony city,3606,ID,0
689,42.111826,-111.390316,St. Charles city,161,ID,0
690,47.3145893,-116.5722348,St. Maries city,2357,ID,0
691,45.1743859,-113.8947636,Salmon city,3119,ID,0
692,48.2816941,-116.5600131,Sandpoint city,8639,ID,0
693,43.3795376,-112.1260977,Shelley city,4785,ID,0
694,42.9361855,-114.4047471,Shoshone city,1653,ID,0
695,47.5424231,-116.1774476,Smelterville city,670,ID,0
696,42.6578736,-111.5860805,Soda Springs city,3133,ID,0
697,44.3677693,-112.1842795,Spencer city,31,ID,0
698,47.9657987,-116.8698314,Spirit Lake city,2337,ID,0
699,44.2117755,-114.9340743,Stanley city,116,ID,0
700,43.7027883,-116.4910247,Star city,11117,ID,0
701,47.7053414,-117.0366292,State Line city,39,ID,0
702,46.0925203,-115.9759848,Stites city,171,ID,0
703,43.8758197,-111.7510322,Sugar City city,1715,ID,0
704,43.6838517,-114.3342027,Sun Valley city,1783,ID,0
705,43.442575,-111.3245438,Swan Valley city,225,ID,0
706,47.1596116,-116.923795,Tensed city,84,ID,0
707,43.8877732,-111.6722538,Teton city,787,ID,0
708,43.814578,-111.158664,Tetonia city,308,ID,0
709,46.7379805,-116.7731535,Troy city,890,ID,0
710,42.5640886,-114.4612136,Twin Falls city,51807,ID,0
711,43.5935382,-111.9593583,Ucon city,1160,ID,0
712,43.60155,-111.1108224,Victor city,2157,ID,0
713,47.4735785,-115.9225415,Wallace city,791,ID,0
714,47.5189714,-116.135674,Wardner city,192,ID,0
715,44.1209579,-111.3209947,Warm River city,4,ID,0
716,46.3782498,-115.9388443,Weippe city,400,ID,0
717,44.2546803,-116.968859,Weiser city,5630,ID,0
718,42.7746796,-114.7029599,Wendell city,2917,ID,0
719,42.0362085,-111.9777986,Weston city,511,ID,0
720,45.7626799,-116.3003506,White Bird city,83,ID,0
721,43.6783876,-116.9075848,Wilder city,1597,ID,0
722,46.2408122,-116.6241366,Winchester city,356,ID,0
723,47.4005329,-116.9192542,Worley city,253,ID,0
724,47.004437,-114.4852826,Alberton town,452,MT,0
725,46.0946716,-113.1416236,Anaconda-Deer Lodge County,9421,MT,0
726,48.143994,-104.2210535,Bainville town,271,MT,0
727,46.3642769,-104.2742614,Baker city,1802,MT,0
728,45.1605557,-109.1574207,Bearcreek town,91,MT,0
729,45.7788628,-111.1735682,Belgrade city,10460,MT,0
730,47.3872015,-110.9277367,Belt town,510,MT,0
731,48.1785615,-110.1133406,Big Sandy town,605,MT,0
732,45.8346339,-109.9486721,Big Timber city,1650,MT,0
733,45.7895258,-108.55248,Billings city,117116,MT,0
734,46.2358396,-112.1197494,Boulder city,1201,MT,0
735,45.6831545,-111.0537825,Bozeman city,53293,MT,0
736,45.2945923,-108.9166656,Bridger town,662,MT,0
737,45.4430532,-105.4083492,Broadus town,456,MT,0
738,46.0987888,-108.8788663,Broadview town,139,MT,0
739,48.5563442,-113.015095,Browning town,1018,MT,0
740,45.8962319,-112.6600714,Butte-Silver Bow (balance),34494,MT,0
741,47.2771018,-111.7030062,Cascade town,600,MT,0
742,48.5112929,-110.9661433,Chester town,847,MT,0
743,48.5901281,-109.2318202,Chinook city,1185,MT,0
744,47.8136728,-112.1793999,Choteau city,1721,MT,0
745,47.4176636,-105.587041,Circle town,591,MT,0
746,45.8839439,-110.6057864,Clyde Park town,332,MT,0
747,45.8945137,-106.6284193,Colstrip city,2096,MT,0
748,48.3714764,-114.1918343,Columbia Falls city,5308,MT,0
749,45.6359661,-109.2487842,Columbus town,1857,MT,0
750,48.174083,-111.9465927,Conrad city,2318,MT,0
751,48.1447917,-104.5181165,Culbertson town,753,MT,0
752,48.6340972,-112.3300675,Cut Bank city,3056,MT,0
753,46.0245487,-114.1797445,Darby town,783,MT,0
754,46.3980729,-112.7333845,Deer Lodge city,2938,MT,0
755,47.3221669,-109.9481608,Denton town,205,MT,0
756,45.2178756,-112.6345797,Dillon city,3880,MT,0
757,48.3953385,-108.2472419,Dodson town,125,MT,0
758,46.666585,-113.1470424,Drummond town,272,MT,0
759,47.847539,-111.7143052,Dutton town,303,MT,0
760,46.5844643,-111.9207914,East Helena city,1944,MT,0
761,45.889207,-104.5516834,Ekalaka town,399,MT,0
762,45.3461191,-111.7313022,Ennis town,917,MT,0
763,48.8789423,-115.0491756,Eureka town,1380,MT,0
764,47.6153449,-111.9814101,Fairfield town,759,MT,0
765,47.8520263,-104.0508944,Fairview town,896,MT,0
766,48.804486,-105.1736293,Flaxville town,63,MT,0
767,46.267882,-106.6725875,Forsyth city,1647,MT,0
768,47.829003,-110.6557871,Fort Benton city,1449,MT,0
769,48.0070504,-106.4551993,Fort Peck town,239,MT,0
770,48.3380431,-104.4908413,Froid town,195,MT,0
771,45.393525,-108.901369,Fromberg town,392,MT,0
772,47.6020162,-110.2667325,Geraldine town,207,MT,0
773,48.199027,-106.6320771,Glasgow city,3202,MT,0
774,47.1064733,-104.7108558,Glendive city,4873,MT,0
775,47.0260693,-108.8030767,Grass Range town,110,MT,0
776,47.502518,-111.2999696,Great Falls city,60442,MT,0
777,46.2526312,-114.1601231,Hamilton city,4659,MT,0
778,45.7422307,-107.6082369,Hardin city,3818,MT,0
779,48.5318568,-108.7846521,Harlem city,769,MT,0
780,46.436776,-109.8351041,Harlowton city,955,MT,0
781,48.5419114,-109.6779564,Havre city,9362,MT,0
782,46.5954652,-112.0187458,Helena city,32091,MT,0
783,48.555449,-110.4212879,Hingham town,131,MT,0
784,46.9994313,-109.8733386,Hobson city,179,MT,0
785,47.6092026,-114.6703544,Hot Springs town,557,MT,0
786,46.2909207,-107.2304988,Hysham town,276,MT,0
787,46.500227,-104.7929313,Ismay town,17,MT,0
788,45.4843668,-108.9721467,Joliet town,577,MT,0
789,47.3210539,-106.9098591,Jordan town,356,MT,0
790,46.6790699,-109.7533119,Judith Gap city,110,MT,0
791,48.216152,-114.3276448,Kalispell city,24558,MT,0
792,48.7456485,-111.9657705,Kevin town,154,MT,0
793,45.6729564,-108.7708408,Laurel city,7222,MT,0
794,46.295015,-108.938808,Lavina town,136,MT,0
795,47.0513795,-109.452399,Lewistown city,5952,MT,0
796,48.3864207,-115.5567006,Libby city,2775,MT,0
797,44.6384065,-112.5919221,Lima town,212,MT,0
798,45.6655029,-110.5558841,Livingston city,8040,MT,0
799,45.3142603,-107.3677828,Lodge Grass town,441,MT,0
800,48.3554922,-107.8702091,Malta city,1860,MT,0
801,45.8586264,-111.3302833,Manhattan town,2086,MT,0
802,48.5021997,-104.5016765,Medicine Lake town,244,MT,0
803,46.5986957,-107.8682552,Melstone town,126,MT,0
804,46.405823,-105.8389441,Miles City city,8354,MT,0
805,46.8743587,-114.0261362,Missoula city,73489,MT,0
806,46.9749559,-109.6951129,Moore town,194,MT,0
807,48.1335507,-106.3571182,Nashua town,301,MT,0
808,46.9352094,-110.7360515,Neihart town,43,MT,0
809,48.8570553,-106.4083596,Opheim town,75,MT,0
810,48.8887845,-104.7849143,Outlook town,84,MT,0
811,46.3324292,-113.2960021,Philipsburg town,841,MT,0
812,46.3342114,-114.2229977,Pinesdale town,805,MT,0
813,47.4601956,-114.8842015,Plains town,1106,MT,0
814,48.7760199,-104.5572956,Plentywood city,1669,MT,0
815,46.4219525,-104.5210668,Plevna town,179,MT,0
816,47.6882216,-114.140791,Polson city,5148,MT,0
817,48.1104823,-105.1968872,Poplar city,758,MT,0
818,45.1933366,-109.2501435,Red Lodge city,2257,MT,0
819,48.8997922,-115.1714313,Rexford town,78,MT,0
820,47.6439033,-105.0695981,Richey town,164,MT,0
821,47.5284752,-114.1009189,Ronan city,1955,MT,0
822,46.4483346,-108.5396872,Roundup city,1742,MT,0
823,46.2984389,-109.2537472,Ryegate town,223,MT,0
824,48.4570704,-107.3413345,Saco town,159,MT,0
825,47.3182591,-114.0953993,St. Ignatius town,768,MT,0
826,48.7903893,-105.4206266,Scobey city,999,MT,0
827,48.5021292,-111.8620356,Shelby city,3169,MT,0
828,45.4588327,-112.1946404,Sheridan town,694,MT,0
829,47.7154565,-104.1671612,Sidney city,6346,MT,0
830,47.152078,-110.2190164,Stanford town,403,MT,0
831,46.507087,-114.0886633,Stevensville town,2002,MT,0
832,48.873993,-111.9012475,Sunburst town,333,MT,0
833,47.1951203,-114.9013627,Superior town,830,MT,0
834,46.7922235,-105.3124828,Terry town,562,MT,0
835,47.5993624,-115.3426264,Thompson Falls city,1336,MT,0
836,45.8895681,-111.5527477,Three Forks city,1989,MT,0
837,46.3192472,-111.5197055,Townsend city,1787,MT,0
838,48.4600768,-115.8907869,Troy city,797,MT,0
839,45.5428886,-112.3340906,Twin Bridges town,330,MT,0
840,48.3055419,-112.2522214,Valier town,530,MT,0
841,45.2962005,-111.9368889,Virginia City town,219,MT,0
842,46.0365903,-112.5395452,Walkerville town,639,MT,0
843,48.8704902,-104.0570609,Westby town,167,MT,0
844,44.6627386,-111.1057416,West Yellowstone town,1272,MT,0
845,48.4561525,-114.368879,Whitefish city,7751,MT,0
846,45.8709868,-112.0975837,Whitehall town,1006,MT,0
847,46.545283,-110.9038956,White Sulphur Springs city,955,MT,0
848,46.9865742,-104.1900432,Wibaux town,462,MT,0
849,47.562101,-109.3772813,Winifred town,172,MT,0
850,47.0043009,-108.3466118,Winnett town,188,MT,0
851,48.0933114,-105.6413636,Wolf Point city,2517,MT,0
852,42.72634,-110.932032,Afton town,2172,WY,0
853,41.4169408,-104.1015494,Albin town,169,WY,0
854,43.1628053,-111.0239326,Alpine town,1220,WY,0
855,41.0346582,-107.6572814,Baggs town,411,WY,0
856,42.2372018,-107.5610479,Bairoil town,68,WY,0
857,42.9219917,-106.3474292,Bar Nunn town,2981,WY,0
858,44.3805639,-108.0470943,Basin town,1288,WY,0
859,41.3858537,-111.0269961,Bear River town,522,WY,0
860,42.5401676,-110.1193425,Big Piney town,395,WY,0
861,44.3385453,-106.7153443,Buffalo city,4415,WY,0
862,44.4470655,-108.432023,Burlington town,314,WY,0
863,41.1908709,-104.3590349,Burns town,356,WY,0
864,44.7967371,-108.5084628,Byron town,562,WY,0
865,42.8421007,-106.3205239,Casper city,59038,WY,0
866,41.1352586,-104.7907492,Cheyenne city,65132,WY,0
867,41.7557486,-104.8229356,Chugwater town,175,WY,0
868,44.6398502,-106.3812967,Clearmont town,116,WY,0
869,44.5206837,-109.0546886,Cody city,10028,WY,0
870,42.0793075,-110.9518685,Cokeville town,502,WY,0
871,44.8834517,-108.4692722,Cowley town,762,WY,0
872,44.8733506,-107.2624323,Dayton town,822,WY,0
873,44.8890241,-108.596018,Deaver town,154,WY,0
874,41.7770102,-110.5351875,Diamondville town,520,WY,0
875,41.034896,-107.536144,Dixon town,74,WY,0
876,42.7538087,-105.3974188,Douglas city,6386,WY,0
877,43.545964,-109.6476285,Dubois town,911,WY,0
878,43.6440937,-108.1978826,East Thermopolis town,229,WY,0
879,43.4133941,-106.2473595,Edgerton town,153,WY,0
880,41.6882978,-106.4135012,Elk Mountain town,150,WY,0
881,41.2087576,-106.794819,Encampment town,452,WY,0
882,41.2600882,-110.963739,Evanston city,11747,WY,0
883,42.8759519,-106.2678759,Evansville town,2746,WY,0
884,42.2130707,-104.5173894,Fort Laramie town,206,WY,0
885,44.9710287,-108.6205403,Frannie town,145,WY,0
886,44.2725799,-105.4989359,Gillette city,33403,WY,0
887,42.5048632,-105.0249869,Glendo town,237,WY,0
888,42.8564728,-105.862355,Glenrock town,2420,WY,0
889,41.5979344,-109.9652318,Granger town,98,WY,0
890,41.5129221,-109.4707963,Green River city,11825,WY,0
891,44.4900381,-108.0650326,Greybull town,1651,WY,0
892,42.2647909,-104.7428891,Guernsey town,1130,WY,0
893,41.8697972,-106.5596439,Hanna town,683,WY,0
894,42.3276262,-104.7245002,Hartville town,64,WY,0
895,42.9026979,-108.5819927,Hudson town,431,WY,0
896,44.6830436,-104.5980604,Hulett town,309,WY,0
897,43.4719358,-110.7752672,Jackson town,10760,WY,0
898,43.7100392,-106.6372762,Kaycee town,247,WY,0
899,41.7784836,-110.5528175,Kemmerer city,2415,WY,0
900,43.8032839,-108.1809724,Kirby town,76,WY,0
901,42.2607794,-110.1972028,La Barge town,394,WY,0
902,41.6385715,-104.1629993,LaGrange town,372,WY,0
903,42.8312761,-108.7598936,Lander city,7546,WY,0
904,41.305955,-105.6086366,Laramie city,31407,WY,0
905,42.1386649,-104.346105,Lingle town,403,WY,0
906,42.7651655,-104.925492,Lost Springs town,6,WY,0
907,44.8358005,-108.3918895,Lovell town,2243,WY,0
908,42.7612591,-104.4584032,Lusk town,1541,WY,0
909,41.3274472,-110.2978179,Lyman town,2135,WY,0
910,44.2697573,-107.9642021,Manderson town,88,WY,0
911,42.7794484,-104.6174464,Manville town,92,WY,0
912,42.557414,-110.1004588,Marbleton town,861,WY,0
913,41.8995374,-106.2019164,Medicine Bow town,245,WY,0
914,44.1528905,-108.860971,Meeteetse town,309,WY,0
915,43.4108792,-106.2773225,Midwest town,285,WY,0
916,42.8480366,-106.3820699,Mills town,4034,WY,0
917,44.2644826,-104.9475637,Moorcroft town,946,WY,0
918,41.2723699,-110.3341012,Mountain View town,1278,WY,0
919,43.850271,-104.196487,Newcastle city,3374,WY,0
920,41.7680548,-110.3240777,Opal town,64,WY,0
921,43.2440111,-108.6890241,Pavillion town,230,WY,0
922,41.1802124,-104.0747819,Pine Bluffs town,1172,WY,0
923,42.8675848,-109.8705267,Pinedale town,2005,WY,0
924,44.353395,-104.8104531,Pine Haven town,493,WY,0
925,44.7617826,-108.7575805,Powell city,6419,WY,0
926,44.9075998,-107.1673232,Ranchester town,1064,WY,0
927,41.7851303,-107.2246529,Rawlins city,8221,WY,0
928,41.2154142,-106.7813431,Riverside town,66,WY,0
929,43.0262558,-108.3813031,Riverton city,10682,WY,0
930,41.7317389,-105.9751465,Rock River town,211,WY,0
931,41.5947045,-109.2209219,Rock Springs city,23526,WY,0
932,42.9035605,-105.843369,Rolling Hills town,427,WY,0
933,41.4523921,-106.8117302,Saratoga town,1702,WY,0
934,44.7962192,-106.9641659,Sheridan city,18737,WY,0
935,43.2380658,-108.1067917,Shoshoni town,471,WY,0
936,41.7760844,-107.1199397,Sinclair town,374,WY,0
937,42.9796884,-110.9635214,Star Valley Ranch town,1866,WY,0
938,44.4048229,-104.3662088,Sundance town,1032,WY,0
939,41.7595084,-108.9642354,Superior town,184,WY,0
940,44.0350134,-107.4482794,Ten Sleep town,246,WY,0
941,42.9193834,-110.9968234,Thayne town,380,WY,0
942,43.6476154,-108.2145375,Thermopolis town,2725,WY,0
943,42.0650496,-104.1735283,Torrington city,6119,WY,0
944,44.1038395,-104.6361862,Upton town,898,WY,0
945,42.6642765,-104.091328,Van Tassell town,22,WY,0
946,41.6679766,-107.9791419,Wamsutter town,203,WY,0
947,42.0516619,-104.9594653,Wheatland town,3588,WY,0
948,44.0204021,-107.961653,Worland city,4773,WY,0
949,43.7491526,-105.4948336,Wright town,1644,WY,0
950,41.9169778,-104.2953888,Yoder town,131,WY,0